id,name,department,salary
48458,Rachel Lang,Finance,33367.39
48459,Michael Scott,Support,64839.15
48460,Kelly Williams,HR,121973.25
48461,Stephanie Bell,Support,98969.24
48462,Heather Ward MD,HR,58015.19
48463,Chris Hernandez,Marketing,91570.19
48464,Nancy Barnes,Research,135109.57
48465,Amy Adams,Research,146809.36
48466,Nicole Hawkins,Support,35735.89
48467,Michele Wolfe,Support,33317.35
48468,Catherine Hill,Support,46232.63
48469,Jessica Trevino PhD,HR,78886.30
48470,Thomas Miller,HR,143179.32
48471,Christopher Aguilar,Sales,69834.26
48472,Alyssa Smith DDS,Research,124556.09
48473,Andrew Mclaughlin,Research,136397.92
48474,Robert Jackson,HR,147559.02
48475,Randall Miller,Research,101226.03
48476,John Blackwell,Finance,46751.47
48477,Wendy Farrell,Support,81560.52
48478,Jimmy Matthews,Operations,142581.02
48479,David Levine,Sales,112666.46
48480,Timothy Boyd,Research,102585.26
48481,Daniel Mayer,Finance,50969.85
48482,Deborah Miller,HR,110683.99
48483,Teresa Hayes,IT,51547.04
48484,Alexander Gutierrez,Support,46647.52
48485,Cassidy Norton,Operations,57275.03
48486,Robert Torres,Research,41701.26
48487,Corey Lucas,HR,35174.42
48488,Albert Miles,IT,53191.39
48489,Shawn Moran,IT,100315.02
48490,Allen Lucas,Support,32121.03
48491,Brandon Hernandez,Finance,94280.37
48492,Barbara Williams,Operations,98345.74
48493,Chelsea Yates,Finance,33596.27
48494,William Brown,Finance,84090.03
48495,Charles Gardner,Support,42592.49
48496,Karen Wagner,Finance,115019.71
48497,Amber Romero,Support,98420.72
48498,Whitney Clark,HR,82131.98
48499,Bailey Ryan,Sales,83086.33
48500,Jenny Reese,Finance,39726.40
48501,Michele Klein,Sales,122514.14
48502,Tammy Nguyen,IT,106022.30
48503,Johnny Baker,Research,105050.63
48504,Douglas Vasquez,IT,122708.56
48505,Angela Maldonado,IT,88271.86
48506,Lindsay Jackson,Sales,108825.25
48507,Joann Leach,Sales,95335.11
48508,Karen Cameron,Research,71539.88
48509,Amanda Collins,Research,85696.32
48510,Hailey Vasquez,Finance,83612.91
48511,Robin French,IT,56498.76
48512,Sara Johnson,HR,83860.78
48513,Emily Brown,HR,116032.48
48514,Rachel Moran,Operations,123386.88
48515,Timothy Cabrera,Sales,56188.77
48516,Steven Juarez,Sales,105278.55
48517,Anthony Johnson,Research,59063.27
48518,Nathan Peters,Support,119249.15
48519,Dean Wagner,Research,90398.41
48520,Lori Sanchez,Research,98157.30
48521,Elizabeth Sparks,IT,57503.99
48522,Robin Nguyen,Operations,30629.60
48523,Brandon Tran,Finance,76173.80
48524,Matthew Andrade,Research,91365.02
48525,Jessica Russell,Support,58294.96
48526,Christopher Ashley,Sales,49367.19
48527,Julie Sampson,Research,45493.38
48528,David Williamson,Research,96502.82
48529,Peter Sparks,Sales,70287.77
48530,Jennifer Cohen,HR,90699.88
48531,Gregory Williams,Finance,74119.04
48532,James Hayes,Support,93373.34
48533,David Mcdaniel,Marketing,115901.08
48534,Jeffrey Ferguson,Finance,83503.16
48535,Daniel Garcia,Sales,136268.96
48536,Jodi Franco,Operations,129721.49
48537,David French,Operations,56711.47
48538,Tracy Franklin,Support,78720.72
48539,William Young,Research,92656.84
48540,Jack Wise,Finance,100393.53
48541,Melanie Stephenson,IT,62892.64
48542,Isabella Lowery,HR,80515.44
48543,Dennis Garcia,Sales,82878.30
48544,Daniel Ferguson,Sales,115159.21
48545,Karen Ramirez,Research,138213.38
48546,Michael Gutierrez,Research,52145.34
48547,Amber Gray,IT,138481.21
48548,Mark Rivera,Support,94055.10
48549,Jesse Johnson,Support,45771.95
48550,Brad Johnston,IT,82818.63
48551,Michael Nelson,Finance,139781.75
48552,Jeffrey Silva,Marketing,69329.17
48553,Kyle Warner,Operations,121064.77
48554,Jennifer Keith,HR,37528.67
48555,Heidi Carroll,Operations,118084.98
48556,Mark Griffith,Research,99861.76
48557,Jacob Chen,Sales,143365.05
48558,Jorge Atkins,Operations,62282.85
48559,Nicholas Lambert,IT,32462.43
48560,Keith Lopez,IT,86362.27
48561,Nicholas Rice,Support,137093.06
48562,Sherry Garner,Finance,47915.77
48563,James Miller,Marketing,99765.47
48564,Dr. Elizabeth Blankenship MD,HR,73147.94
48565,Rebecca Wells,Operations,117725.04
48566,Samantha Chavez,Sales,79459.24
48567,Sarah Robertson,Sales,72051.84
48568,Carl Parks,Sales,59244.81
48569,Dennis Brennan,Sales,53447.19
48570,Deanna Mitchell,IT,96810.55
48571,Andrew Gray,IT,107712.31
48572,David Miller,Support,43617.65
48573,Jacqueline Reed,Marketing,50103.64
48574,Richard Collier,HR,74511.41
48575,Sheri Thomas,Support,96617.79
48576,Christine Miller,Sales,92643.16
48577,David Stewart,IT,62634.83
48578,Billy Hogan,IT,138675.55
48579,Willie Marshall,HR,130316.71
48580,Manuel Rice DDS,Marketing,82739.65
48581,Michele Cooper,HR,57462.68
48582,David Bennett,Sales,143482.16
48583,Shawn James,Sales,117352.77
48584,Bradley Heath,Marketing,46214.37
48585,Julia Rivera,IT,139895.15
48586,Gary Bryant,HR,52089.76
48587,Jaclyn Bridges,HR,131639.13
48588,Kimberly Stanley,Marketing,108737.76
48589,Catherine Kelly,Marketing,147479.06
48590,Mr. Richard Daniel,Research,42243.85
48591,Christopher Ferrell,Support,141075.70
48592,Melissa Moreno,Research,123276.13
48593,Janet Carroll,Research,128642.45
48594,Terry Wilson,Marketing,134591.31
48595,Richard Jensen,Operations,112001.21
48596,Daisy Roberts,HR,95054.64
48597,Danielle Jennings,Finance,42899.48
48598,Michelle Foster,Marketing,144164.89
48599,Steven Dalton,Support,139442.37
48600,Craig Henderson,HR,121986.72
48601,Denise Ramirez,Operations,51496.65
48602,Robert Brown,IT,96412.56
48603,Jennifer Thomas,HR,34122.45
48604,Matthew Aguilar,HR,147078.98
48605,Eileen Rivas,Marketing,65054.36
48606,Brent Fisher,Support,104344.62
48607,Sheri Taylor,IT,120484.83
48608,Debbie Yates,Finance,115509.90
48609,Stephanie Little,Research,82425.05
48610,David Jordan,Operations,129386.99
48611,Scott Collins,IT,56302.97
48612,Charles King,Operations,61215.97
48613,Nathan Williams,Research,55967.93
48614,Sharon Gonzalez,Support,77421.36
48615,Mark Campbell,Marketing,106141.78
48616,Kristin Gonzalez,IT,120656.05
48617,James Jackson,Finance,41748.95
48618,Tanya Villarreal,Finance,46010.25
48619,Amanda Lewis,Finance,148372.40
48620,Shelly Reese,HR,87515.68
48621,Patricia Sutton,Research,103996.81
48622,David Taylor,Operations,118172.97
48623,Jillian Thomas MD,Marketing,35329.26
48624,Donna Gillespie,Research,99254.34
48625,James Sawyer,Operations,45228.15
48626,Eric Turner,Marketing,149943.26
48627,Katherine Thompson,Marketing,70278.63
48628,Michael Stewart,Operations,87365.10
48629,Marcus Williamson,Sales,37011.44
48630,Heather Warner,IT,88659.03
48631,Lucas Gregory,Marketing,66287.82
48632,Bryan Shields,Research,138970.87
48633,Victor Boyd,Marketing,92770.93
48634,John Young,Finance,45577.97
48635,James Hernandez,IT,43044.06
48636,Kevin Edwards,HR,140974.70
48637,John Bryant,Finance,145287.87
48638,Patty Summers,IT,102780.75
48639,Edward Ramsey,Sales,146953.38
48640,Alexandra Owen,IT,50066.33
48641,Michael Williams,IT,51390.79
48642,Michael Mccormick,IT,36046.02
48643,Kathleen Keller,Marketing,139459.08
48644,Jasmine Garcia,Finance,59597.87
48645,Kenneth Davis,Support,106529.83
48646,Jackson Elliott,Sales,52758.56
48647,Jaclyn Morgan,Sales,133400.44
48648,Wendy Ramirez,Finance,50333.84
48649,Brandi Lewis,IT,79811.86
48650,Marie White,Operations,110670.53
48651,Sean Wilkinson,IT,45292.75
48652,Dustin Gonzalez,Marketing,45814.35
48653,Dwayne Lewis,Sales,125023.65
48654,Jordan James,Finance,46863.42
48655,Christopher Mitchell,HR,69868.35
48656,Cindy Benson,Support,48962.89
48657,Chelsea Richardson,HR,35383.88
48658,Larry Gonzalez,Marketing,53591.06
48659,Jim Nelson,IT,32424.12
48660,Eric Estrada,Research,92576.75
48661,Lori Mcclure,Operations,34262.43
48662,Gregory York,Marketing,97274.86
48663,William Livingston,Support,140204.38
48664,Megan Hale,Research,114831.77
48665,Steven Michael,Sales,84635.07
48666,David Everett,Marketing,147319.36
48667,Tommy Stewart,Support,55198.91
48668,Timothy Sanchez,HR,121519.39
48669,Dawn King,Sales,52577.00
48670,Jason Nichols,HR,52525.21
48671,Kevin Simon,Finance,145176.67
48672,Norma Dudley DVM,Marketing,87626.27
48673,James Sanchez,Operations,63157.64
48674,Richard Elliott,HR,34818.84
48675,Leon Gonzalez,Support,139533.35
48676,Ashley Houston,HR,75284.40
48677,Jane Campbell,Research,30064.92
48678,Scott King,HR,130600.54
48679,Stacy Russell,Support,112394.89
48680,Laura Burke,Research,44557.20
48681,Michael Cook,Finance,121574.51
48682,Timothy Johnson,HR,147048.36
48683,Jeffrey Krause,Support,121159.83
48684,Meghan Allen,Research,122760.89
48685,Teresa Price,Marketing,143111.02
48686,Laura Shaw,Operations,117011.96
48687,Christopher Dixon,Research,99315.08
48688,Lisa Green,IT,83752.17
48689,Michael Stephens,Marketing,100414.08
48690,Gabriel Gonzalez,Finance,124356.23
48691,John Gomez,Research,117918.20
48692,Dana Adams,Research,54687.86
48693,Rachel Nielsen,HR,98861.07
48694,Michelle Gonzalez,Operations,60902.22
48695,Anna Bowen,Finance,145161.00
48696,Danielle Palmer,HR,51781.80
48697,Richard Roberson,Sales,75637.37
48698,Brenda Howard,IT,76530.59
48699,Jennifer Bullock,Research,135647.48
48700,Justin Huff,Finance,78212.49
48701,Daniel Garcia,Finance,89980.44
48702,Daniel Baxter,IT,59273.81
48703,Jessica Torres,Sales,114455.22
48704,Julie Lopez,Operations,85866.56
48705,Zachary Hayes,Marketing,118960.94
48706,Tracy Lewis,Finance,112366.74
48707,Kevin Vang,Marketing,41716.84
48708,Kimberly Archer,HR,141826.93
48709,Taylor Heath,Support,94771.94
48710,Sue Jones,Operations,71680.53
48711,Larry Hunt,HR,69684.17
48712,John Phillips,Support,135902.16
48713,Jason Moore,Research,104127.98
48714,David Larsen,Sales,105810.51
48715,Sherry Johnson,Marketing,79176.45
48716,Cynthia Phillips,Operations,64231.54
48717,Brian Ward,Support,107386.85
48718,Jessica Klein,IT,60759.10
48719,Shane Hoffman,Research,92280.90
48720,Glenn Jones MD,Research,100853.37
48721,Eric Kennedy,Research,63510.63
48722,Kelly Reyes,Operations,66162.92
48723,Eric Jenkins,HR,104446.27
48724,Randall Richardson,Finance,78604.96
48725,Christine Combs,Research,62500.73
48726,Zachary Clarke,Research,81803.59
48727,Sara Holt,Marketing,89615.34
48728,Jimmy Cross,Research,144403.65
48729,Chad Olson,Support,34600.32
48730,Sandra Payne,HR,117055.33
48731,David Wallace,Support,89135.82
48732,Martin Dillon,HR,133182.02
48733,Kimberly King,Operations,33411.86
48734,Shirley Garcia,IT,96484.64
48735,Christian Mcbride,Operations,78556.77
48736,Maureen Wilson,Support,40750.34
48737,Carol Lopez,Marketing,127878.13
48738,Andrea Mooney,Sales,83660.66
48739,Allen Liu,HR,112958.28
48740,Matthew Ellis,Research,103191.76
48741,Bridget Cisneros,Research,100828.46
48742,Dylan Wilson,Support,47701.33
48743,Robert Aguilar,Marketing,91344.32
48744,Travis Brown,Finance,58365.43
48745,William Williams,HR,72260.59
48746,Cassandra Brewer,Marketing,51406.50
48747,Emily Nelson,Operations,43042.60
48748,Elizabeth Schwartz,Marketing,33101.99
48749,Adam Smith,Support,124670.81
48750,Peter Anderson,Support,48860.39
48751,Erik Gilbert,IT,138788.95
48752,Carlos Jones,Finance,97635.08
48753,Jonathan Perez,Operations,75247.45
48754,Suzanne Arnold,IT,145608.83
48755,Nicole Baker,Sales,94116.03
48756,Sara Garcia,Sales,141195.93
48757,Morgan Ramos,Finance,81429.98
48758,David Vaughn,IT,148558.03
48759,Rebecca Taylor,Operations,81520.84
48760,Michael Evans,Finance,86752.28
48761,Patrick Hernandez,IT,115909.57
48762,Lori Jackson,Operations,51588.39
48763,Grace Miranda,Operations,106757.77
48764,Tim Peterson,Support,112329.24
48765,Sarah Snow,IT,55769.60
48766,Bradley Jones,Research,114470.36
48767,Roy French,Research,43417.69
48768,Katelyn Adams,Finance,115965.55
48769,Eric Winters,IT,138223.43
48770,Christina George,Sales,57593.52
48771,Bryan Johnson,Research,114152.24
48772,Phillip Douglas,Support,47587.03
48773,Melanie Rice,Research,101010.04
48774,Joshua Hardy,Operations,149244.77
48775,Rebecca Ritter,Finance,43440.46
48776,Peter Hubbard,Sales,81701.88
48777,John Martinez,Operations,110801.48
48778,Logan Thomas,Support,135990.36
48779,Teresa Richards,Operations,48031.00
48780,Paige Parker,Research,118341.78
48781,Robert Paul,Marketing,71978.07
48782,Laurie Burton,IT,139761.11
48783,Vanessa Romero,Sales,116514.19
48784,Jamie Knox,Sales,142767.95
48785,Sierra Ibarra,IT,119735.87
48786,Ryan Ellis,Finance,43577.51
48787,Justin Simpson,HR,132239.07
48788,Alex Burns,Sales,59195.55
48789,Jill Foley,Finance,86143.71
48790,Robert Johnston,Finance,91637.22
48791,Karen Reynolds DDS,Operations,147959.63
48792,Brett Rivera,Marketing,142286.29
48793,Ian Sloan,Marketing,86599.14
48794,Robert Thomas,HR,101822.70
48795,Justin Daniels,Research,87110.05
48796,Scott Davis,Sales,46978.88
48797,Michelle Garcia,Research,135070.03
48798,Teresa Rodriguez,Operations,63864.45
48799,Stephen Arnold,HR,44279.52
48800,Zachary Brown,HR,99655.72
48801,Cody Walker,Operations,65956.48
48802,Adam Harper,Operations,45737.92
48803,Brian Johnson,Research,139516.15
48804,Austin Robbins,Marketing,122771.94
48805,Joel Ramirez,Finance,130384.69
48806,Amanda Johns,Research,91319.34
48807,Chelsea Ayers,HR,66677.83
48808,Ronald Krueger,Research,64787.18
48809,Victoria Cook,Operations,135902.04
48810,Christopher Miller,Sales,68342.31
48811,Logan Mcknight,Support,74937.39
48812,Christina Perkins,Operations,102807.54
48813,Nathan Ferguson,HR,82213.09
48814,Rebecca Haney,Marketing,43529.58
48815,Elaine Hudson,HR,89218.47
48816,Hannah King,Sales,131890.55
48817,Melinda Lindsey,HR,41065.46
48818,Joshua Jensen,IT,137731.98
48819,Mrs. Abigail Rodgers,HR,115462.33
48820,Ariel Morris,HR,108322.95
48821,Lawrence Gibson,HR,44052.78
48822,Kimberly Fitzpatrick,Marketing,73441.16
48823,Cynthia Maldonado,HR,115109.76
48824,Christopher Garcia MD,Sales,32274.59
48825,Bridget Leon,IT,117119.07
48826,Susan Garcia,Operations,30483.66
48827,Leah Conley,Sales,97725.51
48828,Jay Contreras,Research,118648.02
48829,Kendra Daniel,HR,58543.75
48830,Lee Brooks,Operations,101263.01
48831,Jeffrey Caldwell,Support,90190.50
48832,Ashley Cannon,Sales,57314.89
48833,Shawn Phillips,Support,120668.59
48834,John Berg,Research,80074.68
48835,Amy Alexander,Marketing,115168.34
48836,Toni Norman,Finance,85502.55
48837,Dr. Angela Ramos,Support,98908.29
48838,Lauren Ramirez,Finance,139630.86
48839,Melissa Hernandez,Support,132647.00
48840,Megan Cooper,Operations,140859.53
48841,Heather Rodgers,Sales,76616.54
48842,Jocelyn Woodard,HR,91784.67
48843,Casey Smith,Finance,34949.92
48844,Eugene Larson,Sales,91003.70
48845,Michael Hartman,Sales,87102.16
48846,Nicole Cooley,Sales,35045.28
48847,Cindy Martin,Sales,52940.40
48848,Timothy Haynes,HR,108432.16
48849,Dale Dawson,Marketing,35515.65
48850,Sarah Lynch,Operations,81632.67
48851,William Holmes,HR,33570.87
48852,Steven Sanchez,Sales,102285.46
48853,Jose Lynch,HR,54362.26
48854,Jessica Thompson,Research,69257.01
48855,Sarah Cruz,IT,34006.07
48856,Megan Taylor,Operations,137145.37
48857,Mr. Nicholas Lambert,Marketing,69048.61
48858,Valerie Smith,Sales,76034.05
48859,Daryl Soto,Support,134512.16
48860,Troy Bryan,Marketing,47953.22
48861,Shawn Lopez,IT,34640.29
48862,Rick Hall,IT,126361.91
48863,Maureen Moore,Research,48250.80
48864,Ray Reyes,Support,116151.66
48865,Rachel Holt,HR,84026.59
48866,John Henderson,Sales,82969.37
48867,Cameron Brown,HR,107545.12
48868,Angelica Carter,Marketing,129715.92
48869,Brenda Wilson,IT,72004.73
48870,Brenda Wilkins,HR,106738.04
48871,Nathan Lee,Marketing,85852.14
48872,Sandra Harrison,Support,94375.49
48873,April Joyce,IT,83661.54
48874,Crystal Duran,Operations,66427.80
48875,Manuel Wong,Finance,143365.35
48876,Norma Barr,Marketing,48845.98
48877,Heather Henderson,Operations,31688.59
48878,David Sullivan,IT,95069.68
48879,Samuel Rose,Sales,78411.12
48880,Raymond Flynn,Support,77079.38
48881,Robert Rodriguez,Research,90530.38
48882,Deanna Hernandez,Marketing,140136.20
48883,Stacy Sanders,Sales,130345.09
48884,Peter Powell,HR,142079.86
48885,William Farley,Support,90956.66
48886,Elizabeth Arellano,Marketing,102425.45
48887,Brandy Moore,Support,50206.30
48888,Tanya Cruz,Sales,95812.55
48889,Debra Bryan,Marketing,86602.24
48890,James Garcia,Marketing,76710.29
48891,Mark Moyer,Support,110681.92
48892,Caitlin Hampton,Research,86128.76
48893,Virginia Adkins,Support,45780.68
48894,Cathy Walsh,Operations,35719.45
48895,David Johnson,Support,116457.99
48896,Jay Hansen,Marketing,137865.15
48897,Kimberly Vasquez,Sales,51448.46
48898,Carla Lewis,Operations,46295.74
48899,Nicholas Woods,Research,43321.11
48900,Anthony Henderson,Support,132830.12
48901,Erin Lawson,Research,136738.43
48902,Kim Williams,IT,96688.58
48903,Julie Blair,Research,83295.80
48904,Monica Hess,Sales,111062.85
48905,Grant Jennings,HR,32070.55
48906,Pamela Valentine,IT,90944.97
48907,Lindsay Alexander,Support,145399.52
48908,Jeffery Atkinson,Marketing,138161.08
48909,Jason Johnson,HR,143324.56
48910,Daniel Santiago,Finance,55951.49
48911,Robert Howard,HR,52096.68
48912,Angela Patel,Operations,79346.03
48913,John Erickson,Research,87929.80
48914,Charles Gonzalez,Sales,82332.98
48915,Beth Wood,Marketing,136812.78
48916,Molly Flores,Marketing,113958.48
48917,Zachary Turner,Marketing,32922.37
48918,Martin Stone,Operations,65936.49
48919,Savannah Perkins,Finance,54919.41
48920,Miguel Clark,Sales,139264.72
48921,Jeffery Sellers,Research,146055.85
48922,Rebecca King,Support,57789.91
48923,Nicholas Jenkins,Support,47234.05
48924,Kevin Wheeler,Research,34177.52
48925,Wesley Weiss,Marketing,63631.55
48926,William Payne,Operations,82508.47
48927,Ryan Zimmerman,Finance,55486.37
48928,Victor Jackson DVM,Support,57352.21
48929,Kara Graham,IT,113831.26
48930,Rhonda Garcia,Finance,133346.60
48931,Mary Kaufman,Operations,67748.21
48932,Jessica French,Marketing,134856.53
48933,Melissa Stewart,Support,100278.81
48934,Nicole Walker,Operations,54603.06
48935,Amanda Petersen,Operations,106959.50
48936,Mr. Tony Collins,Sales,62617.37
48937,Nicholas Bryant,Operations,49204.88
48938,Hannah Hudson,Research,71193.69
48939,Aaron Woodard,Support,124959.45
48940,Lindsay Owens,HR,67955.64
48941,Victor Martin,Marketing,59503.81
48942,Jeffrey Thomas,HR,51739.81
48943,Kathryn Brown,Research,143809.81
48944,Fernando Hodges,Operations,74242.09
48945,Maria Turner,Sales,35847.16
48946,Larry Gamble,Research,144068.05
48947,Kathy Ramsey,Operations,76092.08
48948,April Anderson,IT,125808.32
48949,John Dixon,HR,88316.57
48950,Sean Brooks,Sales,136988.61
48951,Hunter Crawford,IT,145346.45
48952,Christine Erickson,Research,46773.03
48953,Noah Johnson,Marketing,36134.68
48954,Sandy Johnson,HR,68471.06
48955,Andrew Davis,IT,143360.73
48956,Kristen Johnson,IT,77695.25
48957,Lynn Lucas MD,Operations,64177.42
48958,Taylor Mayer,Support,123408.14
48959,Janet Daniels,Research,103682.39
48960,William Wood,Operations,37464.44
48961,Eric Johnston,HR,130060.86
48962,Brian Stanley,Research,133528.74
48963,Steven Stevens,Operations,109106.73
48964,Jennifer Hodges,Operations,90353.71
48965,Joseph Johnson,Operations,86204.23
48966,Victoria Lucas,Research,111557.09
48967,Anna Cannon,Marketing,63555.52
48968,Dennis Schultz,HR,131959.27
48969,Nicholas Adams,Sales,118706.29
48970,Dr. Diamond Alvarez,Research,119739.92
48971,Tanya Stanley,HR,147048.24
48972,Jacqueline Vazquez,Support,113219.33
48973,Jamie Schmitt,Research,44966.20
48974,Patricia Cuevas,HR,141856.19
48975,Richard Ramirez,Support,130712.36
48976,David Buchanan,Finance,57948.37
48977,Samantha Moore,Finance,145741.81
48978,Robyn Kerr,HR,115334.96
48979,Diane Crane,Marketing,137825.33
48980,Michael Douglas,IT,122561.78
48981,Heidi Sweeney,Research,45774.50
48982,Robert Molina,Sales,135043.55
48983,Gilbert Galloway,HR,46727.12
48984,Mary Mejia DDS,Marketing,33650.11
48985,Gregory Wong,Finance,114523.31
48986,John Marshall,IT,135526.84
48987,David Olson,Marketing,97030.12
48988,Jessica Delgado,Sales,103906.05
48989,Angela Miller,HR,97188.65
48990,Bryan Wilson,Research,57305.63
48991,Benjamin Robinson,Research,90422.81
48992,Kathleen Gallagher,Research,52517.77
48993,Becky White,Sales,114682.78
48994,Eric Whitney,IT,129241.06
48995,Daniel Green,HR,101684.76
48996,Sarah Meyer,Support,42258.59
48997,Alex Webb,Research,138355.20
48998,Alexander Gonzalez,Operations,109948.75
48999,Jody Sanchez,Finance,68292.14
49000,Larry Hall,Research,35795.55
49001,Kristine Dickerson,Research,70729.89
49002,Brandon Lang,Sales,143492.95
49003,Rebecca Steele,IT,148121.13
49004,Rebecca Davis,Research,49033.10
49005,Marissa Arias,Research,106611.84
49006,Samantha Guzman,Support,38662.82
49007,Dr. Alexander Reed,Sales,131172.84
49008,Lisa Kim,IT,43572.41
49009,Peter Hunt,Sales,31188.67
49010,Ms. Alexa Garcia,IT,35596.58
49011,Mariah Ward,Support,71149.54
49012,Melissa Kelly,Finance,76089.36
49013,Sara Harris,Operations,120955.61
49014,Cody Gardner,Support,34890.17
49015,Kimberly Rasmussen,HR,92543.47
49016,Amy Thomas,IT,115096.29
49017,Melissa Carlson,Operations,77347.24
49018,Brandi Douglas,Sales,99546.97
49019,Juan Robinson,Finance,49654.73
49020,Seth Benton,Marketing,47072.07
49021,Stacy Adams,HR,91225.10
49022,Jeffrey Mcclure,Operations,87575.71
49023,Tracy Campbell,Support,54795.38
49024,Ashley Wall,HR,87370.02
49025,Greg Lopez,IT,133931.12
49026,Michael Rogers,Research,99143.33
49027,Donna Brown,Sales,131986.36
49028,Richard Strickland PhD,Marketing,143584.68
49029,Tracey Moore,Operations,140506.62
49030,Sara Johnston,Support,68453.75
49031,Ryan Cox,Marketing,37265.64
49032,Troy Rivera,Marketing,141761.67
49033,Kathy Garrison,Sales,94230.23
49034,Catherine Boyd,HR,41480.43
49035,Margaret Thompson,Research,43383.33
49036,Cathy Walker,HR,36355.14
49037,Michael Rodriguez,Marketing,88396.75
49038,Anthony Mueller,IT,64991.28
49039,James Morse,IT,53291.62
49040,Johnny Peterson,Support,61475.31
49041,Emily Jenkins,Sales,34588.97
49042,Jonathan Doyle,Research,46615.75
49043,Gina Mclaughlin,HR,40570.87
49044,Derrick Weber,Research,115880.54
49045,Sarah Miller,Sales,80658.36
49046,Nicholas Santana,Support,126517.24
49047,John Jones,HR,87815.94
49048,Monique Lopez,Finance,128964.55
49049,Thomas Fuentes,Research,70126.72
49050,Anthony Mack,Research,94688.31
49051,Eddie Ho,Support,38232.25
49052,Michael Sandoval,Marketing,108679.19
49053,Nicole Todd,Sales,43488.59
49054,Lori Harding,Operations,147845.85
49055,Tanya Cobb,Marketing,46436.48
49056,Nancy Smith,Support,93507.99
49057,Amanda Meyer,Research,138687.09
49058,Leonard Smith,IT,129422.86
49059,Sara Harmon DVM,Marketing,56588.69
49060,Joseph Baldwin,Research,110766.23
49061,Barbara Walker,Support,73881.78
49062,Zachary Barnett,Finance,142081.89
49063,Dr. Roberta Benton,Marketing,36987.53
49064,Andrea Herrera,HR,107002.92
49065,Gail Sanchez,Sales,99265.87
49066,Paige Carter,Operations,128851.80
49067,Lindsay Bailey,Marketing,86196.30
49068,Steven Mccullough,Research,115110.69
49069,Nicole Reynolds,Finance,106215.89
49070,Theresa Spencer,Marketing,101549.42
49071,Glenn Delgado,Research,148218.89
49072,Kimberly Strong,Operations,119867.12
49073,Dominique Baker,HR,81478.02
49074,Lisa Walton,HR,112269.86
49075,Isaiah Allen,Research,37032.16
49076,Rhonda Collins,Sales,125102.88
49077,Rachael Jensen,Research,138102.43
49078,Stacy James,Sales,136809.09
49079,James Hester,HR,142782.49
49080,Sharon Evans,HR,40481.01
49081,Reginald Manning Jr.,Sales,38743.58
49082,Curtis Schmidt,Sales,65056.65
49083,Mark Harvey,Operations,48193.62
49084,Michael Hernandez,HR,131610.90
49085,Vincent Mitchell,Finance,123520.97
49086,Zachary Haley,Sales,147971.19
49087,Karina Maynard,IT,102890.07
49088,Patricia Bowman,Finance,109369.94
49089,Austin Clark,Operations,140315.96
49090,John Moore,Finance,65677.28
49091,Lori Vega,Operations,101647.37
49092,Scott Young,IT,103547.87
49093,Amber Calhoun,IT,129626.61
49094,Carrie Herrera,Finance,31029.84
49095,Karina Hill,Research,130976.46
49096,Laura Allen,Support,92588.20
49097,Mr. Michael Lewis,Research,67510.39
49098,Ellen Randall,Marketing,67837.87
49099,David Tran,Operations,127567.05
49100,Kathy Parker,Finance,67149.35
49101,Bernard Harris,HR,116417.98
49102,Angela Sanchez,Support,102074.70
49103,Sarah Zamora,Research,68205.20
49104,Vernon Davis,IT,88569.75
49105,Jordan Williams,Marketing,135514.75
49106,Hector Fuller,Marketing,118345.58
49107,Tracy Matthews,Research,56242.96
49108,Christian Bailey,IT,50583.36
49109,Maurice Farley,Support,70777.88
49110,Paige Castaneda,Support,122404.98
49111,Chad Herrera,Marketing,98422.93
49112,Kimberly Hicks,Operations,113671.76
49113,Andrew Jones,Marketing,114931.44
49114,Dr. Kristin Ward,Support,130177.48
49115,Erica Matthews,Operations,94284.72
49116,Andres Ramos,Operations,33869.27
49117,Benjamin Welch,HR,130386.89
49118,Melissa Dougherty,IT,68458.15
49119,Erica Luna,Support,139819.42
49120,Gregory Bean,Finance,109830.98
49121,Elizabeth Hawkins,Support,110737.23
49122,Jody Parker,Sales,53178.37
49123,Emily Richards,Finance,108314.54
49124,Anthony Mosley Jr.,Support,101851.67
49125,Jeffrey Barton,Support,124643.73
49126,Amy Allen MD,Finance,62270.31
49127,Nicholas Tyler,Support,139863.56
49128,Zachary Hood,IT,121303.43
49129,Morgan Glover,HR,130339.22
49130,Brianna Morrow,Operations,68970.57
49131,Andrew Ramos,Marketing,44126.47
49132,John Smith,Finance,117957.70
49133,David Coleman,Research,81692.06
49134,Kevin Foster,Operations,113785.73
49135,Joan Watts,IT,117072.11
49136,Chloe Dean,IT,145203.26
49137,Laura Hensley,Operations,127578.98
49138,Mary Walker,Research,86827.52
49139,Joshua Rogers,Marketing,57941.79
49140,Rodney Green,Marketing,140800.59
49141,Justin Jordan,Sales,75462.44
49142,Terry Rice,Support,93926.03
49143,Christina Allen,IT,116934.52
49144,Frank Brown,Marketing,94855.47
49145,Tyler Keller,Operations,65843.83
49146,Natalie Harris,Finance,80036.80
49147,Samantha Figueroa,Support,34966.05
49148,Randall Kelly,Research,135683.72
49149,Timothy Stone,Sales,78885.31
49150,Lisa Sexton,Sales,33300.93
49151,Ricky Edwards,Research,108402.86
49152,John Hale,Finance,72450.97
49153,Stephen Ellis,Finance,119173.74
49154,James Price,Operations,66436.37
49155,Jennifer Jones,Support,133651.65
